time(s),robot.pos.x(m),robot.pos.y(m),robot.pos.rz(rad),robot.vel.x(m),robot.vel.y(m),robot.vel.rz(rad),decawave.x,decawave.y
80319.764,0,0,0,0,0,0,-6.5,-1
80319.788,0,0,0,0,0,0,-6.5,-1
80319.816,0,0,0,0,0,0,-6.5,-1
80319.844,0,0,0,0,0,0,-6.5,-1
80319.872,0,0,0,0,0,0,-6.5,-1
80319.897,0,0,0,0,0,0,-6.5,-1
80319.923,0,0,0,0,0,0,-6.5,-1
80319.949,0,0,0,0,0,0,-6.5,-1
80319.975,0,0,0,0,0,0,-6.5,-1
80320.001,0,0,0,0,0,0,-6.5,-1
80320.027,0,0,0,0,0,0,-6.5,-1
80320.054,0,0,0,0,0,0,-6.5,-1
80320.079,0,0,0,0,0,0,-6.5,-1
80320.109,-6.5,-1,-1.5880617,0,0,0,-6.5,-1
80320.133,-6.5,-1,-1.5873578,0,0,0,-6.5,-1
80320.158,-6.5,-1,-1.587108,0,0,0,-6.5,-1
80320.183,-6.5,-1,-1.587108,0,0,0,-6.5,-1
80320.209,-6.503125,-1,-1.5869449,0,0,0,-6.5,-1
80320.235,-6.5030469,-1,-1.586346,0,0,0,-6.5,-1
80320.266,-6.5029707,-1.003125,-1.5863832,0,0,0,-6.5,-1
80320.289,-6.5028964,-1.0061719,-1.5858769,0,0,0,-6.5,-1
80320.314,-6.5028964,-1.0061719,-1.5858769,0,0,0,-6.5,-1
80320.341,-6.499699,-1.0060176,-1.5856193,0,0,0,-6.5,-1
80320.368,-6.4997065,-1.0058671,-1.5850867,0,0,0,-6.5,-1
80320.397,-6.5028389,-1.0057205,-1.5845891,0,0,0,-6.5,-1
80320.422,-6.5027679,-1.0055774,-1.5842429,0,0,0,-6.5,-1
80320.452,-6.5027679,-1.0055774,-1.5842429,0,0,0,-6.5,-1
80320.476,-6.5026987,-1.005438,-1.5836643,0,0,0,-6.5,-1
80320.502,-6.5026312,-1.0053021,-1.5834188,0,0,0,-6.5,-1
80320.53,-6.5025655,-1.0020445,-1.5832715,0,0,0,-6.5,-1
80320.555,-6.5025013,-1.0019934,-1.5829956,0,0,0,-6.5,-1
80320.58,-6.5025013,-1.0019934,-1.5829956,0,0,0,-6.5,-1
80320.607,-6.5024388,-1.0019436,-1.5830777,0,0,0,-6.5,-1
80320.633,-6.5023778,-1.001895,-1.5826163,0,0,0,-6.5,-1
80320.66,-6.5023184,-1.0018476,-1.5822338,0,0,0,-6.5,-1
80320.685,-6.5023184,-1.0018476,-1.5822338,0,0,0,-6.5,-1
80320.709,-6.5053854,-1.0018014,-1.5818129,0,0,0,-6.5,-1
80320.736,-6.5052508,-1.0017564,-1.5813491,0,0,0,-6.5,-1
80320.764,-6.5051195,-1.0017125,-1.5809606,0,0,0,-6.5,-1
80320.79,-6.5049915,-1.0016697,-1.5806287,0,0,0,-6.5,-1
80320.816,-6.5049915,-1.0016697,-1.5806287,0,0,0,-6.5,-1
80320.843,-6.5017417,-1.0016279,-1.5803501,0,0,0,-6.5,-1
80320.87,-6.5016982,-1.0015872,-1.5796492,0,0,0,-6.5,-1
80320.897,-6.5047807,-0.99842253,-1.5796295,0,0,0,-6.5,-1
80320.924,-6.5046612,-0.99846197,-1.5799113,0,0,0,-6.5,-1
80320.948,-6.5046612,-0.99846197,-1.5799113,0,0,0,-6.5,-1
80320.974,-6.5045447,-0.99850042,-1.5800355,0,0,0,-6.5,-1
80321,-6.5013061,-0.99853791,-1.579152,0,0,0,-6.5,-1
80321.029,-6.5012734,-0.99857446,-1.5786401,0,0,0,-6.5,-1
80321.057,-6.4981166,-0.9986101,-1.5785148,0,0,0,-6.5,-1
80321.08,-6.4981166,-0.9986101,-1.5785148,0,0,0,-6.5,-1
80321.108,-6.4981637,-0.99864485,-1.5781509,0,0,0,-6.5,-1
80321.134,-6.4982096,-0.99867873,-1.5776712,0,0,0,-6.5,-1
80321.161,-6.4982543,-0.99871176,-1.577507,0,0,0,-6.5,-1
80321.187,-6.501423,-0.99874397,-1.5775697,0,0,0,-6.5,-1
80321.212,-6.501423,-0.99874397,-1.5775697,0,0,0,-6.5,-1
80321.237,-6.5013874,-1.0019004,-1.5774302,0,0,0,-6.5,-1
80321.264,-6.5013527,-1.0018529,-1.5772339,0,0,0,-6.5,-1
80321.291,-6.5013189,-0.99868154,-1.5771759,0,0,0,-6.5,-1
80321.317,-6.5013189,-0.99868154,-1.5771759,0,0,0,-6.5,-1
80321.342,-6.5012859,-0.9987145,-1.5772396,0,0,0,-6.5,-1
80321.369,-6.5012538,-0.99874663,-1.5771171,0,0,0,-6.5,-1
80321.395,-6.5012224,-0.99877797,-1.5766827,0,0,0,-6.5,-1
80321.422,-6.5043169,-0.99880852,-1.5762459,0,0,0,-6.5,-1
80321.448,-6.5043169,-0.99880852,-1.5762459,0,0,0,-6.5,-1
80321.473,-6.504209,-0.99571331,-1.5759427,0,0,0,-6.5,-1
80321.498,-6.5041037,-0.99582047,-1.5758373,0,0,0,-6.5,-1
80321.525,-6.5040011,-0.99279996,-1.5755494,0,0,0,-6.5,-1
80321.552,-6.5040011,-0.99279996,-1.5755494,0,0,0,-6.5,-1
80321.586,-6.5039011,-0.99297996,-1.5755651,0,0,0,-6.5,-1
80321.607,-6.5038036,-0.99315546,-1.5756639,0,0,0,-6.5,-1
80321.633,-6.5037085,-0.99332658,-1.5751316,0,0,0,-6.5,-1
80321.661,-6.5036158,-0.99349341,-1.5752612,0,0,0,-6.5,-1
80321.687,-6.5036158,-0.99349341,-1.5752612,0,0,0,-6.5,-1
80321.715,-6.5035254,-0.99365608,-1.5755145,0,0,0,-6.5,-1
80321.739,-6.5003123,-0.99693968,-1.5752965,0,0,0,-6.5,-1
80321.766,-6.5003044,-0.99701618,-1.5755601,0,0,0,-6.5,-1
80321.792,-6.5002968,-0.99709078,-1.5757154,0,0,0,-6.5,-1
80321.82,-6.5002968,-0.99709078,-1.5757154,0,0,0,-6.5,-1
80321.847,-6.5002894,-0.99716351,-1.5757178,0,0,0,-6.5,-1
80321.872,-6.5002822,-0.99723442,-1.575858,0,0,0,-6.5,-1
80321.898,-6.5002751,-0.99417856,-1.5758618,0,0,0,-6.5,-1
80321.928,-6.5002682,-0.9943241,-1.5756555,0,0,0,-6.5,-1
80321.954,-6.5002615,-0.994466,-1.5754914,0,0,0,-6.5,-1
80321.981,-6.5002615,-0.994466,-1.5754914,0,0,0,-6.5,-1
80322.007,-6.500255,-0.99772935,-1.5755536,0,0,0,-6.5,-1
80322.033,-6.5002486,-1.0009111,-1.5749173,0,0,0,-6.5,-1
80322.06,-6.4971174,-1.0040133,-1.5749879,0,0,0,-6.5,-1
80322.087,-6.4971895,-1.003913,-1.574953,0,0,0,-6.5,-1
80322.12,-6.4971895,-1.003913,-1.574953,0,0,0,-6.5,-1
80322.141,-6.4941347,-1.0006902,-1.5743195,0,0,0,-6.5,-1
80322.172,-6.4942814,-1.0006729,-1.5739527,0,0,0,-6.5,-1
80322.197,-6.4944243,-1.0006561,-1.5743017,0,0,0,-6.5,-1
80322.223,-6.4945637,-1.0006397,-1.5743651,0,0,0,-6.5,-1
80322.259,-6.4945637,-1.0006397,-1.5743651,0,0,0,-6.5,-1
80322.274,-6.4946996,-1.0006237,-1.5744892,0,0,0,-6.5,-1
80322.301,-6.4948321,-1.0006081,-1.5742633,0,0,0,-6.5,-1
80322.328,-6.4949613,-1.0005929,-1.5737426,0,0,0,-6.5,-1
80322.355,-6.4950873,-1.0037031,-1.5734876,0,0,0,-6.5,-1
80322.385,-6.4950873,-1.0037031,-1.5734876,0,0,0,-6.5,-1
80322.408,-6.4983351,-1.0036105,-1.5732405,0,0,0,-6.5,-1
80322.435,-6.4983767,-1.0035202,-1.5730125,0,0,0,-6.5,-1
80322.461,-6.5015423,-1.0034322,-1.5726601,0,0,0,-6.5,-1
80322.488,-6.5015038,-1.0033464,-1.5727024,0,0,0,-6.5,-1
80322.515,-6.5015038,-1.0033464,-1.5727024,0,0,0,-6.5,-1
80322.54,-6.5014662,-1.0001378,-1.5729621,0,0,0,-6.5,-1
80322.568,-6.4983045,-1.0001343,-1.5722778,0,0,0,-6.5,-1
80322.595,-6.4983469,-1.000131,-1.5720003,0,0,0,-6.5,-1
80322.622,-6.4983882,-1.0001277,-1.5722232,0,0,0,-6.5,-1
80322.651,-6.4983882,-1.0001277,-1.5722232,0,0,0,-6.5,-1
80322.673,-6.4984285,-0.9969995,-1.5717381,0,0,0,-6.5,-1
80322.7,-6.4984678,-0.99707452,-1.5714424,0,0,0,-6.5,-1
80322.726,-6.5016311,-0.99714765,-1.5711092,0,0,0,-6.5,-1
80322.752,-6.5016311,-0.99714765,-1.5711092,0,0,0,-6.5,-1
80322.781,-6.5015903,-0.99721896,-1.5709398,0,0,0,-6.5,-1
80322.806,-6.5015506,-0.99728849,-1.570789,0,0,0,-6.5,-1
80322.832,-6.5015118,-0.99735628,-1.570488,0,0,0,-6.5,-1
80322.858,-6.501474,-1.0005474,-1.5706613,0,0,0,-6.5,-1
80322.885,-6.501474,-1.0005474,-1.5706613,0,0,0,-6.5,-1
80322.914,-6.5014372,-1.0005337,-1.5708026,0,0,0,-6.5,-1
80322.939,-6.5014012,-1.0005203,-1.570945,0,0,0,-6.5,-1
80322.964,-6.5013662,-1.0005073,-1.570783,0,0,0,-6.5,-1
80322.994,-6.5044571,-1.0004947,-1.5704469,0,0,0,-6.5,-1
80323.018,-6.5044571,-1.0004947,-1.5704469,0,0,0,-6.5,-1
80323.049,-6.5074706,-1.0004823,-1.5703264,0,0,0,-6.5,-1
80323.069,-6.5072839,-1.0004702,-1.5703199,0,0,0,-6.5,-1
80323.1,-6.5039768,-1.0004585,-1.5703731,0,0,0,-6.5,-1
80323.122,-6.5038773,-1.000447,-1.5701827,0,0,0,-6.5,-1
80323.148,-6.5038773,-1.000447,-1.5701827,0,0,0,-6.5,-1
80323.178,-6.5069054,-1.0004358,-1.5695679,0,0,0,-6.5,-1
80323.204,-6.5067328,-1.0004249,-1.5698477,0,0,0,-6.5,-1
80323.232,-6.5065645,-1.0004143,-1.5697825,0,0,0,-6.5,-1
80323.256,-6.5095253,-1.000404,-1.5698642,0,0,0,-6.5,-1
80323.283,-6.5095253,-1.000404,-1.5698642,0,0,0,-6.5,-1
80323.316,-6.5092872,-1.0003939,-1.5700966,0,0,0,-6.5,-1
80323.338,-6.509055,-1.000384,-1.5700961,0,0,0,-6.5,-1
80323.366,-6.5088287,-1.0003744,-1.5703759,0,0,0,-6.5,-1
80323.39,-6.5086079,-1.0034901,-1.5702503,0,0,0,-6.5,-1
80323.416,-6.5086079,-1.0034901,-1.5702503,0,0,0,-6.5,-1
80323.445,-6.5083927,-1.0034028,-1.57035,0,0,0,-6.5,-1
80323.469,-6.5081829,-1.0033177,-1.57053,0,0,0,-6.5,-1
80323.497,-6.5079784,-1.0032348,-1.5706126,0,0,0,-6.5,-1
80323.524,-6.5077789,-1.0000289,-1.5704966,0,0,0,-6.5,-1
80323.55,-6.5077789,-1.0000289,-1.5704966,0,0,0,-6.5,-1
80323.581,-6.5044594,-1.0000282,-1.570694,0,0,0,-6.5,-1
80323.602,-6.5043479,-1.0000275,-1.5704575,0,0,0,-6.5,-1
80323.629,-6.5042392,-1.0000268,-1.570809,0,0,0,-6.5,-1
80323.655,-6.5041333,-1.0000261,-1.571214,0,0,0,-6.5,-1
80323.681,-6.5041333,-1.0000261,-1.571214,0,0,0,-6.5,-1
80323.713,-6.5040299,-1.0031505,-1.5710802,0,0,0,-6.5,-1
80323.738,-6.5070542,-1.0030717,-1.5708384,0,0,0,-6.5,-1
80323.763,-6.5100028,-1.0029949,-1.5707928,0,0,0,-6.5,-1
80323.79,-6.5097528,-1.0029201,-1.5705867,0,0,0,-6.5,-1
80323.815,-6.5097528,-1.0029201,-1.5705867,0,0,0,-6.5,-1
80323.847,-6.5095089,-1.002847,-1.5707302,0,0,0,-6.5,-1
80323.868,-6.5092712,-1.0027759,-1.5711467,0,0,0,-6.5,-1
80323.897,-6.5090394,-1.0027065,-1.570872,0,0,0,-6.5,-1
80323.923,-6.5119384,-1.0026388,-1.5709568,0,0,0,-6.5,-1
80323.948,-6.5119384,-1.0026388,-1.5709568,0,0,0,-6.5,-1
80323.978,-6.51164,-1.0025728,-1.5713359,0,0,0,-6.5,-1
80324,-6.511349,-1.0025085,-1.5713864,0,0,0,-6.5,-1
80324.026,-6.5110653,-1.0024458,-1.5712969,0,0,0,-6.5,-1
80324.054,-6.5110653,-1.0024458,-1.5712969,0,0,0,-6.5,-1
80324.079,-6.5139136,-1.0055097,-1.5716059,0,0,0,-6.5,-1
80324.108,-6.5135658,-1.0022469,-1.5718065,0,0,0,-6.5,-1
80324.131,-6.5132266,-1.0021907,-1.5723371,0,0,0,-6.5,-1
80324.16,-6.512896,-1.002136,-1.5727203,0,0,0,-6.5,-1
80324.185,-6.512896,-1.002136,-1.5727203,0,0,0,-6.5,-1
80324.211,-6.5125736,-1.0020826,-1.5730592,0,0,0,-6.5,-1
80324.24,-6.5091342,-1.0020305,-1.5731579,0,0,0,-6.5,-1
80324.264,-6.5089059,-1.0019798,-1.573141,0,0,0,-6.5,-1
80324.29,-6.5086832,-1.0019303,-1.5729778,0,0,0,-6.5,-1
80324.317,-6.5086832,-1.0019303,-1.5729778,0,0,0,-6.5,-1
80324.341,-6.5084662,-1.001882,-1.5728497,0,0,0,-6.5,-1
80324.374,-6.5082545,-1.001835,-1.5727487,0,0,0,-6.5,-1
80324.396,-6.5080481,-1.0049141,-1.5729245,0,0,0,-6.5,-1
80324.422,-6.5109719,-1.0016662,-1.5724614,0,0,0,-6.5,-1
80324.447,-6.5109719,-1.0016662,-1.5724614,0,0,0,-6.5,-1
80324.473,-6.5075726,-1.0047496,-1.5723163,0,0,0,-6.5,-1
80324.504,-6.5042583,-1.0046308,-1.5723761,0,0,0,-6.5,-1
80324.527,-6.5041519,-1.0045151,-1.5724108,0,0,0,-6.5,-1
80324.552,-6.5041519,-1.0045151,-1.5724108,0,0,0,-6.5,-1
80324.578,-6.5040481,-1.0044022,-1.5723848,0,0,0,-6.5,-1
80324.605,-6.5039469,-1.0042921,-1.571595,0,0,0,-6.5,-1
80324.63,-6.5038482,-1.0041848,-1.5713001,0,0,0,-6.5,-1
80324.656,-6.503752,-1.0072052,-1.5709765,0,0,0,-6.5,-1
80324.684,-6.503752,-1.0072052,-1.5709765,0,0,0,-6.5,-1
80324.71,-6.5005332,-1.0070251,-1.5708576,0,0,0,-6.5,-1
80324.737,-6.5005199,-1.0068494,-1.5708436,0,0,0,-6.5,-1
80324.772,-6.5005069,-1.0066782,-1.5708463,0,0,0,-6.5,-1
80324.79,-6.4973692,-1.0096363,-1.571317,0,0,0,-6.5,-1
80324.817,-6.4973692,-1.0096363,-1.571317,0,0,0,-6.5,-1
80324.842,-6.497435,-1.0093954,-1.5712338,0,0,0,-6.5,-1
80324.868,-6.4974991,-1.0060355,-1.571371,0,0,0,-6.5,-1
80324.897,-6.4944366,-1.0058846,-1.5712673,0,0,0,-6.5,-1
80324.921,-6.4945757,-1.0057375,-1.5710817,0,0,0,-6.5,-1
80324.954,-6.4945757,-1.0057375,-1.5710817,0,0,0,-6.5,-1
80324.975,-6.4947113,-1.005594,-1.5711277,0,0,0,-6.5,-1
80325.002,-6.4948435,-1.0023292,-1.5711719,0,0,0,-6.5,-1
80325.033,-6.4918474,-1.0022709,-1.5713124,0,0,0,-6.5,-1
80325.061,-6.4920512,-1.0053392,-1.5714601,0,0,0,-6.5,-1
80325.085,-6.4920512,-1.0053392,-1.5714601,0,0,0,-6.5,-1
80325.113,-6.49225,-1.0052057,-1.5711006,0,0,0,-6.5,-1
80325.141,-6.4924437,-1.0050756,-1.5706747,0,0,0,-6.5,-1
80325.173,-6.4926326,-1.0018237,-1.5700482,0,0,0,-6.5,-1
80325.195,-6.4928168,-1.0017781,-1.570353,0,0,0,-6.5,-1
80325.221,-6.4929964,-1.0017336,-1.5704264,0,0,0,-6.5,-1
80325.248,-6.4929964,-1.0017336,-1.5704264,0,0,0,-6.5,-1
80325.273,-6.4962965,-1.0016903,-1.570753,0,0,0,-6.5,-1
80325.304,-6.4963891,-0.99852302,-1.5708052,0,0,0,-6.5,-1
80325.325,-6.4964793,-0.99855995,-1.5707857,0,0,0,-6.5,-1
80325.351,-6.4964793,-0.99855995,-1.5707857,0,0,0,-6.5,-1
80325.378,-6.4965674,-0.99859595,-1.5706951,0,0,0,-6.5,-1
80325.404,-6.4966532,-0.99863105,-1.5707331,0,0,0,-6.5,-1
80325.437,-6.4967368,-0.99866527,-1.5705988,0,0,0,-6.5,-1
80325.457,-6.4968184,-0.99869864,-1.570586,0,0,0,-6.5,-1
80325.483,-6.4968184,-0.99869864,-1.570586,0,0,0,-6.5,-1
80325.508,-6.496898,-0.99560618,-1.5704612,0,0,0,-6.5,-1
80325.534,-6.4938505,-0.99571602,-1.5705929,0,0,0,-6.5,-1
80325.564,-6.4940042,-0.99582312,-1.5705327,0,0,0,-6.5,-1
80325.589,-6.4941541,-0.99592754,-1.5703419,0,0,0,-6.5,-1
80325.614,-6.4941541,-0.99592754,-1.5703419,0,0,0,-6.5,-1
80325.64,-6.4943003,-0.99290436,-1.5697879,0,0,0,-6.5,-1
80325.668,-6.4944428,-0.99308175,-1.5692293,0,0,0,-6.5,-1
80325.697,-6.4945817,-0.9932547,-1.5691858,0,0,0,-6.5,-1
80325.722,-6.4978422,-0.99029834,-1.5696252,0,0,0,-6.5,-1
80325.75,-6.4978422,-0.99029834,-1.5696252,0,0,0,-6.5,-1
80325.777,-6.4978961,-0.99366588,-1.5696009,0,0,0,-6.5,-1
80325.805,-6.4979487,-0.99694923,-1.5695271,0,0,0,-6.5,-1
80325.837,-6.498,-0.9970255,-1.5697676,0,0,0,-6.5,-1
80325.862,-6.49805,-0.99709986,-1.5697245,0,0,0,-6.5,-1
80325.888,-6.5012237,-1.0002974,-1.5695768,0,0,0,-6.5,-1
80325.917,-6.5012237,-1.0002974,-1.5695768,0,0,0,-6.5,-1
80325.943,-6.5011932,-1.0002899,-1.5696971,0,0,0,-6.5,-1
80325.97,-6.5011633,-1.0002827,-1.5699655,0,0,0,-6.5,-1
80325.993,-6.4980092,-0.99715062,-1.5700589,0,0,0,-6.5,-1
80326.02,-6.501184,-0.99722185,-1.5700306,0,0,0,-6.5,-1
80326.046,-6.501184,-0.99722185,-1.5700306,0,0,0,-6.5,-1
80326.072,-6.5011544,-0.9972913,-1.5700452,0,0,0,-6.5,-1
80326.101,-6.5011255,-0.99735902,-1.5703163,0,0,0,-6.5,-1
80326.123,-6.5042224,-0.99742505,-1.5703961,0,0,0,-6.5,-1
80326.148,-6.5042224,-0.99742505,-1.5703961,0,0,0,-6.5,-1
80326.173,-6.5041168,-0.99748942,-1.5704231,0,0,0,-6.5,-1
80326.201,-6.5040139,-0.99755218,-1.5703249,0,0,0,-6.5,-1
80326.23,-6.5070386,-0.99761338,-1.5703533,0,0,0,-6.5,-1
80326.253,-6.5070386,-0.99761338,-1.5703533,0,0,0,-6.5,-1
80326.28,-6.5068626,-0.99454805,-1.5699054,0,0,0,-6.5,-1
80326.306,-6.506691,-0.99468434,-1.5701256,0,0,0,-6.5,-1
80326.332,-6.5065238,-0.99481724,-1.5697124,0,0,0,-6.5,-1
80326.361,-6.5063607,-0.9918218,-1.5696595,0,0,0,-6.5,-1
80326.384,-6.5063607,-0.9918218,-1.5696595,0,0,0,-6.5,-1
80326.409,-6.5062017,-0.99202626,-1.5701996,0,0,0,-6.5,-1
80326.436,-6.5060466,-0.9922256,-1.5700129,0,0,0,-6.5,-1
80326.464,-6.5058955,-0.99241996,-1.5696158,0,0,0,-6.5,-1
80326.491,-6.5057481,-0.99260946,-1.5695632,0,0,0,-6.5,-1
80326.515,-6.5057481,-0.99260946,-1.5695632,0,0,0,-6.5,-1
80326.544,-6.5056044,-0.99279423,-1.569999,0,0,0,-6.5,-1
80326.57,-6.5054643,-0.99297437,-1.5699912,0,0,0,-6.5,-1
80326.594,-6.5053277,-0.99002501,-1.5700558,0,0,0,-6.5,-1
80326.62,-6.5053277,-0.99002501,-1.5700558,0,0,0,-6.5,-1
80326.646,-6.5083195,-0.99339939,-1.5697962,0,0,0,-6.5,-1
80326.673,-6.5081115,-0.9935644,-1.5696399,0,0,0,-6.5,-1
80326.699,-6.5110337,-0.99372529,-1.569941,0,0,0,-6.5,-1
80326.725,-6.5107578,-0.99388216,-1.5697954,0,0,0,-6.5,-1
80326.75,-6.5107578,-0.99388216,-1.5697954,0,0,0,-6.5,-1
80326.776,-6.5104889,-0.99403511,-1.5699434,0,0,0,-6.5,-1
80326.802,-6.5102267,-0.99730923,-1.5697968,0,0,0,-6.5,-1
80326.83,-6.509971,-0.9973765,-1.569889,0,0,0,-6.5,-1
80326.857,-6.5097217,-0.99744209,-1.5700425,0,0,0,-6.5,-1
80326.885,-6.5097217,-0.99744209,-1.5700425,0,0,0,-6.5,-1
80326.911,-6.5126037,-0.99750603,-1.5701167,0,0,0,-6.5,-1
80326.938,-6.5122886,-0.99756838,-1.570351,0,0,0,-6.5,-1
80326.964,-6.5119814,-1.0007542,-1.570679,0,0,0,-6.5,-1
80326.992,-6.5116818,-1.0007353,-1.5705002,0,0,0,-6.5,-1
80327.028,-6.5116818,-1.0007353,-1.5705002,0,0,0,-6.5,-1
80327.044,-6.5113898,-1.0038419,-1.5703278,0,0,0,-6.5,-1
80327.072,-6.5111051,-1.0037459,-1.5703471,0,0,0,-6.5,-1
80327.1,-6.5108274,-1.0036522,-1.570647,0,0,0,-6.5,-1
80327.126,-6.5105567,-1.0035609,-1.5705498,0,0,0,-6.5,-1
80327.153,-6.5105567,-1.0035609,-1.5705498,0,0,0,-6.5,-1
80327.178,-6.5102928,-1.0034719,-1.5706852,0,0,0,-6.5,-1
80327.204,-6.5069105,-1.0065101,-1.5710852,0,0,0,-6.5,-1
80327.229,-6.5036127,-1.0063474,-1.5715557,0,0,0,-6.5,-1
80327.256,-6.5035224,-1.0061887,-1.5715586,0,0,0,-6.5,-1
80327.284,-6.5035224,-1.0061887,-1.5715586,0,0,0,-6.5,-1
80327.308,-6.5034344,-1.006034,-1.5713598,0,0,0,-6.5,-1
80327.334,-6.5033485,-1.0027581,-1.5715837,0,0,0,-6.5,-1
80327.361,-6.5001398,-1.0026892,-1.5717269,0,0,0,-6.5,-1
80327.387,-6.5001398,-1.0026892,-1.5717269,0,0,0,-6.5,-1
80327.416,-6.5001363,-1.0026219,-1.5717006,0,0,0,-6.5,-1
80327.44,-6.5001329,-1.0025564,-1.5717832,0,0,0,-6.5,-1
80327.465,-6.5001296,-1.0056175,-1.5718284,0,0,0,-6.5,-1
80327.492,-6.5001263,-1.005477,-1.5722055,0,0,0,-6.5,-1
80327.517,-6.5001263,-1.005477,-1.5722055,0,0,0,-6.5,-1
80327.544,-6.5001232,-1.0053401,-1.5724035,0,0,0,-6.5,-1
80327.57,-6.5032451,-1.0052066,-1.5722137,0,0,0,-6.5,-1
80327.597,-6.503164,-1.0019514,-1.5719614,0,0,0,-6.5,-1
80327.628,-6.4999599,-1.0019027,-1.5719538,0,0,0,-6.5,-1
80327.652,-6.4999599,-1.0019027,-1.5719538,0,0,0,-6.5,-1
80327.678,-6.5030859,-1.0018551,-1.571636,0,0,0,-6.5,-1
80327.704,-6.5030087,-1.0018087,-1.5715585,0,0,0,-6.5,-1
80327.73,-6.5029335,-1.0017635,-1.5717995,0,0,0,-6.5,-1
80327.758,-6.4997352,-1.0048444,-1.5720999,0,0,0,-6.5,-1
80327.784,-6.4997352,-1.0048444,-1.5720999,0,0,0,-6.5,-1
80327.814,-6.4997418,-1.0047233,-1.5721158,0,0,0,-6.5,-1
80327.842,-6.4966232,-1.0014802,-1.5724996,0,0,0,-6.5,-1
80327.87,-6.4967077,-1.0014432,-1.5723091,0,0,0,-6.5,-1
80327.896,-6.49679,-1.0045321,-1.57255,0,0,0,-6.5,-1
80327.922,-6.4968702,-1.0044188,-1.5725443,0,0,0,-6.5,-1
80327.952,-6.4968702,-1.0044188,-1.5725443,0,0,0,-6.5,-1
80327.978,-6.4969485,-1.0011834,-1.57304,0,0,0,-6.5,-1
80328.001,-6.4970248,-1.0011538,-1.5726659,0,0,0,-6.5,-1
80328.027,-6.4970991,-1.0011249,-1.5729521,0,0,0,-6.5,-1
80328.056,-6.4971717,-1.0010968,-1.5731679,0,0,0,-6.5,-1
80328.084,-6.4971717,-1.0010968,-1.5731679,0,0,0,-6.5,-1
80328.11,-6.5003674,-1.0010694,-1.5733834,0,0,0,-6.5,-1
